-1.57333 -0.813333
-1.55889 -0.807222
-1.56778 -0.823333
-1.54222 -0.799444
-1.59667 -0.835
-1.54 -0.808889
-1.60778 -0.825556
-1.56222 -0.82
-1.54111 -0.808889
-1.58222 -0.792778
-1.54889 -0.802778
-1.53111 -0.783333
-1.54778 -0.763333
-1.48778 -0.750556
-1.47 -0.750556
-1.54222 -0.796111
-1.52333 -0.797222
-1.65778 -0.86
-1.56 -0.825
-1.60333 -0.847778
-1.55667 -0.806111
-1.47667 -0.775556
-1.57889 -0.818333
-1.61889 -0.834444
-1.62667 -0.856111
-1.61111 -0.839444
-1.57222 -0.811111
-1.54556 -0.792778
-1.53778 -0.809444
-1.54667 -0.789444
-1.56889 -0.812222
-1.57111 -0.809444
-1.48111 -0.775556
-1.53889 -0.815
-1.54778 -0.803889
-1.55556 -0.818889
-1.56556 -0.798889
-1.52889 -0.793333
-1.52222 -0.781667
-1.45778 -0.743889
-1.54556 -0.756111
-1.50556 -0.749444
-1.53778 -0.765556
-1.55667 -0.783333
-1.52667 -0.775
-1.48444 -0.74
-1.50778 -0.753333
-1.49667 -0.755
-1.53889 -0.801667
-1.61111 -0.855
-1.61778 -0.837778
-1.55556 -0.81
-1.62778 -0.852778
-1.53222 -0.791111
-1.56111 -0.801111
-1.58444 -0.838889
-1.50778 -0.814444
-1.50889 -0.805
-1.59 -0.832778
-1.57667 -0.826111
-1.50889 -0.76
-1.53778 -0.742778
-1.52333 -0.77
-1.6 -0.816667
-1.56667 -0.81
-1.53111 -0.773889
-1.48222 -0.760556
-1.59667 -0.826111
-1.51778 -0.765556
-1.57333 -0.805
-1.59 -0.84
-1.60444 -0.85
-1.56444 -0.811667
-1.48 -0.750556
-1.55222 -0.812222
-1.59111 -0.851667
-1.59222 -0.832778
-1.54222 -0.815
-1.58889 -0.853333
-1.65222 -0.863333
-1.59889 -0.855
-1.54333 -0.793333
-1.53889 -0.790556
-1.60333 -0.836111
-1.46333 -0.761667
-1.57 -0.806667
-1.55 -0.796667
-1.48778 -0.742222
-1.53778 -0.755556
-1.49444 -0.728333
-1.50444 -0.688889
-1.49 -0.738889
-1.54333 -0.776111
-1.48444 -0.745
-1.56111 -0.757778
-1.51667 -0.752222
-1.55444 -0.791111
-1.58 -0.811667
-1.52667 -0.798889
-1.52333 -0.782778
-1.49778 -0.756667
-1.47444 -0.745556
-1.50556 -0.771667
-1.52333 -0.709444
-1.52444 -0.726111
-1.50667 -0.716667
-1.49111 -0.706667
-1.55889 -0.741667
-1.51556 -0.731667
-1.55889 -0.773889
-1.56778 -0.810556
-1.58556 -0.811667
-1.52556 -0.797778
-1.55222 -0.811667
-1.57556 -0.812778
-1.60111 -0.814444
-1.57111 -0.806667
-1.55889 -0.842778
-1.57111 -0.831667
-1.59111 -0.855
-1.63 -0.878889
-1.59333 -0.840556
-1.60556 -0.824444
-1.53444 -0.797778
-1.52556 -0.767222
-1.56333 -0.811667
-1.55111 -0.811667
-1.55222 -0.812778
-1.51444 -0.797222
-1.54333 -0.78
-1.47111 -0.745556
-1.53333 -0.707222
-1.52444 -0.737222
-1.54222 -0.759444
-1.52667 -0.786667
-1.51 -0.771667
-1.51778 -0.745
-1.43333 -0.706111
-1.47 -0.73
-1.53556 -0.758889
-1.58222 -0.821667
-1.55111 -0.8
-1.56444 -0.768889
-1.53 -0.764444
-1.50778 -0.769444
-1.54889 -0.811111
-1.57333 -0.793333
-1.47111 -0.753333
-1.54 -0.795556
-1.61222 -0.822222
-1.58444 -0.801667
-1.56 -0.817222
-1.63 -0.841111
-1.54222 -0.820556
-1.54667 -0.829444
-1.56556 -0.805556
-1.58111 -0.816667
-1.59111 -0.835556
-1.62556 -0.865
-1.57667 -0.823889
-1.59667 -0.846111
-1.53889 -0.802778
-1.56111 -0.805
-1.57667 -0.825556
-1.56 -0.838889
-1.58222 -0.828889
-1.61889 -0.825
-1.59889 -0.805556
-1.50778 -0.786667
-1.64111 -0.860556
-1.59778 -0.851667
-1.63 -0.863333
-1.56 -0.824444
-1.61556 -0.861667
-1.60556 -0.846667
-1.53889 -0.831111
-1.61778 -0.867778
-1.56667 -0.832778
-1.55667 -0.820556
-1.54889 -0.799444
-1.49 -0.789444
-1.52889 -0.796667
-1.53444 -0.808333
-1.57444 -0.833889
-1.60222 -0.841111
-1.50889 -0.77
-1.60111 -0.823889
-1.49222 -0.763889
-1.52444 -0.751111
-1.53333 -0.773889
-1.59889 -0.831667
-1.58222 -0.805
-1.63889 -0.833889
-1.48111 -0.772778
-1.56778 -0.821667
-1.56111 -0.816667
-1.56889 -0.811111
-1.58333 -0.807778
-1.48556 -0.738333
-1.56667 -0.811667
-1.51889 -0.755
-1.54222 -0.798889
-1.56667 -0.817778
-1.56222 -0.827778
-1.60889 -0.853333
-1.55111 -0.821111
-1.54556 -0.790556
-1.58222 -0.821667
-1.51889 -0.785556
-1.66 -0.842778
-1.63 -0.853333
-1.59222 -0.843889
-1.63111 -0.845
-1.55444 -0.803889
-1.56111 -0.793889
-1.51778 -0.743889
-1.49222 -0.734444
-1.47889 -0.703889
-1.45222 -0.675
-1.48889 -0.664444
-1.43556 -0.668333
-1.47778 -0.693333
-1.55333 -0.72
-1.43333 -0.679444
-1.49333 -0.714444
-1.58667 -0.746111
-1.52444 -0.695556
-1.57667 -0.754444
-1.54889 -0.747222
-1.54889 -0.770556
-1.63889 -0.802222
-1.58556 -0.783333
-1.58111 -0.798333
-1.57111 -0.807222
-1.51111 -0.797222
-1.56333 -0.805
-1.56667 -0.822778
-1.55889 -0.798333
-1.58 -0.836667
-1.55556 -0.822222
-1.61667 -0.846111
-1.61 -0.832778
-1.55889 -0.813333
-1.59444 -0.815556
-1.53111 -0.809444
-1.59556 -0.841667
-1.57 -0.838333
-1.52889 -0.806667
-1.53778 -0.788889
-1.51889 -0.755
-1.49111 -0.750556
-1.50667 -0.765556
-1.49444 -0.758889
-1.55111 -0.757778
-1.50333 -0.712778
-1.50222 -0.691667
-1.46778 -0.672778
-1.50111 -0.694444
-1.52222 -0.738333
-1.65556 -0.826667
-1.52556 -0.790556
-1.55 -0.792778
-1.56 -0.795556
-1.60667 -0.813333
-1.55 -0.784444
-1.55667 -0.818889
-1.57556 -0.795556
-1.57667 -0.813333
-1.50333 -0.767778
-1.56889 -0.790556
-1.60333 -0.802222
-1.58889 -0.82
-1.63111 -0.863889
-1.53778 -0.812778
-1.50444 -0.794444
-1.62444 -0.856111
-1.60667 -0.853333
-1.59111 -0.834444
-1.62778 -0.860556
-1.55222 -0.822222
-1.58111 -0.825
-1.62222 -0.827222
-1.51333 -0.779444
-1.58333 -0.832778
-1.55556 -0.811111
-1.60778 -0.851667
-1.61667 -0.85
-1.56111 -0.813333
-1.58889 -0.831111
-1.53222 -0.809444
-1.60333 -0.845
-1.59 -0.835556
-1.62 -0.855556
-1.58333 -0.818333
-1.53111 -0.806111
-1.56111 -0.808889
-1.59444 -0.828889
-1.59667 -0.828889
-1.56111 -0.782778
-1.58333 -0.806667
-1.50667 -0.761111
-1.51667 -0.778333
-1.48 -0.746667
-1.57222 -0.778333
-1.51 -0.758333
-1.59222 -0.813333
-1.62333 -0.839444
-1.55 -0.805
-1.59667 -0.813889
-1.57 -0.821667
-1.62222 -0.827778
-1.56222 -0.778333
-1.56667 -0.799444
-1.51889 -0.776667
-1.57222 -0.821667
-1.61222 -0.845
-1.54444 -0.807222
-1.61 -0.84
-1.50667 -0.796667
-1.57778 -0.834444
-1.55667 -0.811111
-1.53111 -0.75
-1.46556 -0.739444
-1.49 -0.741111
-1.51333 -0.751667
-1.53667 -0.795556
-1.53444 -0.798889
-1.59 -0.831111
-1.60667 -0.847222
-1.58444 -0.832222
-1.59889 -0.854444
-1.56222 -0.827222
-1.58333 -0.819444
-1.59 -0.823889
-1.54556 -0.789444
-1.50667 -0.787778
-1.48222 -0.743889
-1.49889 -0.712778
-1.51778 -0.733889
-1.60111 -0.787222
-1.52556 -0.749444
-1.57222 -0.766111
-1.57444 -0.776667
-1.52778 -0.71
-1.55556 -0.733889
-1.58556 -0.72
-1.52222 -0.69
-1.56333 -0.748889
-1.62889 -0.776667
-1.49444 -0.716667
-1.50333 -0.748889
-1.47778 -0.729444
-1.44222 -0.676667
-1.46778 -0.721111
-1.45667 -0.677222
-1.51 -0.695556
-1.47556 -0.652778
-1.43778 -0.621111
-1.50111 -0.615556
-1.50111 -0.674444
-1.46 -0.655
-1.48 -0.649444
-1.50222 -0.702222
-1.44444 -0.677222
-1.46889 -0.679444
-1.54667 -0.704444
-1.46444 -0.673333
-1.49889 -0.660556
-1.52111 -0.644444
-1.55556 -0.650556
-1.54222 -0.683889
-1.54222 -0.716667
-1.48 -0.734444
-1.51889 -0.736667
-1.50667 -0.710556
-1.48556 -0.768333
-1.56111 -0.800556
-1.56889 -0.825556
-1.51556 -0.776111
-1.56 -0.774444
-1.51 -0.783333
-1.56111 -0.822222
-1.57333 -0.807222
-1.51667 -0.753889
-1.55778 -0.768333
-1.43444 -0.717778
-1.48222 -0.703889
-1.48889 -0.718889
-1.46556 -0.727778
-1.62778 -0.832778
-1.58111 -0.809444
-1.57444 -0.783333
-1.50444 -0.768889
-1.57 -0.813889
-1.57889 -0.837222
-1.60778 -0.848333
-1.50778 -0.813889
-1.50778 -0.811667
-1.53889 -0.808333
-1.53667 -0.786667
-1.58667 -0.824444
-1.52667 -0.809444
-1.58333 -0.823333
-1.55 -0.778889
-1.52556 -0.778333
-1.57333 -0.790556
-1.58667 -0.808333
-1.53889 -0.821667
-1.53333 -0.790556
-1.50222 -0.783889
-1.55 -0.793333
-1.53556 -0.788889
-1.52222 -0.743333
-1.45222 -0.699444
-1.51889 -0.755556
-1.56111 -0.803889
-1.54556 -0.795
-1.52556 -0.792222
-1.58222 -0.822222
-1.61667 -0.841667
-1.59556 -0.822222
-1.53556 -0.798333
-1.56333 -0.813333
-1.53444 -0.783333
-1.56444 -0.816111
-1.52222 -0.797778
-1.50444 -0.766111
-1.58 -0.824444
-1.53 -0.806667
-1.60556 -0.836667
-1.57333 -0.811111
-1.60444 -0.851111
-1.53333 -0.807222
-1.61444 -0.832778
-1.57444 -0.774444
-1.53444 -0.784444
-1.52778 -0.773333
-1.52111 -0.759444
-1.58778 -0.802778
-1.53444 -0.767222
-1.54889 -0.801667
-1.56778 -0.815
-1.60889 -0.839444
-1.62222 -0.853889
-1.56556 -0.812778
-1.53667 -0.813333
-1.61889 -0.837778
-1.55 -0.815
-1.53333 -0.775556
-1.54667 -0.782222
-1.51 -0.766111
-1.58111 -0.785556
-1.60222 -0.780556
-1.53778 -0.751111
-1.51444 -0.761111
-1.56 -0.779444
-1.52778 -0.777222
-1.56111 -0.782222
-1.53111 -0.782222
-1.55778 -0.797778
-1.56 -0.812778
-1.59444 -0.841667
-1.60778 -0.837778
-1.57667 -0.793333
-1.55556 -0.816111
-1.57333 -0.781111
-1.51667 -0.772222
-1.55889 -0.793889
-1.53222 -0.788333
-1.55889 -0.807222
-1.56556 -0.803333
-1.57444 -0.793333
-1.53444 -0.790556
-1.52889 -0.797778
-1.46222 -0.716667
-1.47 -0.748333
-1.50556 -0.776667
-1.58111 -0.823889
-1.56111 -0.822222
-1.53222 -0.796111
-1.51667 -0.787222
-1.55333 -0.820556
-1.53889 -0.811667
-1.59889 -0.822222
-1.57222 -0.806111
-1.56667 -0.815556
-1.54556 -0.775556
-1.51444 -0.786111
-1.56778 -0.823889
-1.57667 -0.821111
-1.57222 -0.806111
-1.50333 -0.783889
-1.56556 -0.811667
-1.48222 -0.731667
-1.51667 -0.732778
-1.51556 -0.692778
-1.48111 -0.677778
-1.50444 -0.726667
-1.52222 -0.753889
-1.48667 -0.738333
-1.50444 -0.727778
-1.51778 -0.731667
-1.54444 -0.77
-1.58778 -0.819444
-1.53111 -0.798333
-1.61667 -0.836667
-1.55222 -0.806667
-1.51889 -0.775
-1.51222 -0.757222
-1.59556 -0.821111
-1.63222 -0.87
-1.58667 -0.844444
-1.56667 -0.825
-1.6 -0.854444
-1.60222 -0.845556
-1.65 -0.872778
-1.58889 -0.832222
-1.60667 -0.835
-1.61667 -0.847222
-1.57111 -0.818333
-1.60556 -0.851111
-1.66667 -0.866667
-1.56778 -0.846667
-1.47444 -0.778889
-1.54667 -0.778333
-1.53 -0.773333
-1.52333 -0.722778
-1.52667 -0.742778
-1.51333 -0.727222
-1.52889 -0.722778
-1.45444 -0.705
-1.45556 -0.688889
-1.47 -0.686667
-1.46444 -0.674444
-1.48111 -0.723333
-1.58 -0.771667
-1.48111 -0.724444
-1.51556 -0.738333
-1.58111 -0.782778
-1.58889 -0.818333
-1.57 -0.806111
-1.57889 -0.812222
-1.54778 -0.805556
-1.57556 -0.805
-1.54 -0.803889
-1.52667 -0.776111
-1.49556 -0.729444
-1.49333 -0.775
-1.54889 -0.806111
-1.56778 -0.777778
-1.50556 -0.772778
-1.56444 -0.786667
-1.56889 -0.802222
-1.55 -0.821667
-1.57889 -0.820556
-1.53333 -0.761667
-1.52444 -0.81
-1.57444 -0.835556
-1.56444 -0.813333
-1.55889 -0.796111
-1.51778 -0.795
-1.51333 -0.780556
-1.52556 -0.799444
-1.51667 -0.809444
-1.55 -0.815
-1.58667 -0.805
-1.49778 -0.770556
-1.56222 -0.782778
-1.52778 -0.778889
-1.48 -0.737778
-1.55667 -0.796667
-1.50667 -0.706111
-1.51667 -0.700556
-1.43111 -0.696667
-1.46667 -0.727222
-1.47333 -0.716111
-1.44889 -0.699444
-1.52556 -0.781111
-1.54889 -0.812222
-1.54 -0.813333
-1.54333 -0.766667
-1.56222 -0.802778
-1.60222 -0.810556
-1.55778 -0.820556
-1.63556 -0.858889
-1.52 -0.808889
-1.54 -0.803889
-1.51444 -0.791667
-1.54667 -0.801667
-1.50667 -0.754444
-1.42222 -0.689444
-1.43333 -0.725
-1.58 -0.798333
-1.51222 -0.755556
-1.51111 -0.766111
-1.55889 -0.793333
-1.55111 -0.816667
-1.60111 -0.824444
-1.53778 -0.802222
-1.60556 -0.841111
-1.61111 -0.847778
-1.53444 -0.821667
-1.60222 -0.847778
-1.60111 -0.84
-1.64111 -0.857222
-1.62222 -0.85
-1.59778 -0.851667
-1.62444 -0.857778
-1.60444 -0.854444
-1.57556 -0.822222
-1.57222 -0.814444
-1.51222 -0.786111
-1.59556 -0.801111
-1.48778 -0.735
-1.53111 -0.750556
-1.54667 -0.765556
-1.52889 -0.785556
-1.60222 -0.816111
-1.47778 -0.747222
-1.58222 -0.805556
-1.58889 -0.813889
-1.55556 -0.802222
-1.55667 -0.809444
-1.50444 -0.811111
-1.55111 -0.811667
-1.59444 -0.829444
-1.54111 -0.826667
-1.53333 -0.795
-1.60444 -0.829444
-1.63444 -0.856111
-1.59556 -0.811667
-1.55444 -0.829444
-1.58333 -0.822222
-1.50556 -0.795
-1.58889 -0.833889
-1.55333 -0.761111
-1.54889 -0.785556
-1.52889 -0.778889
-1.54667 -0.818333
-1.53111 -0.804444
-1.54333 -0.811111
-1.57111 -0.826667
-1.58333 -0.815
-1.56889 -0.814444
-1.51 -0.785556
-1.53111 -0.812778
-1.55222 -0.812778
-1.55778 -0.791667
-1.53778 -0.803333
-1.51778 -0.803333
-1.54556 -0.816667
-1.52444 -0.812778
-1.55667 -0.81
-1.59778 -0.821111
-1.56778 -0.805556
-1.58556 -0.793889
-1.56889 -0.785556
-1.55333 -0.763333
-1.53222 -0.772778
-1.5 -0.746667
-1.51778 -0.768889
-1.53556 -0.776667
-1.57667 -0.796111
-1.54222 -0.779444
-1.57 -0.798333
-1.52222 -0.775
-1.56556 -0.835556
-1.55333 -0.812778
-1.58444 -0.824444
-1.55333 -0.799444
-1.58444 -0.833889
-1.64111 -0.878889
-1.63111 -0.864444
-1.63222 -0.868889
-1.60556 -0.851111
-1.55889 -0.82
-1.56667 -0.828889
-1.55889 -0.807778
-1.6 -0.822222
-1.54667 -0.805
-1.55889 -0.806111
-1.58778 -0.842778
-1.60556 -0.838333
-1.58667 -0.834444
-1.52111 -0.787778
-1.64 -0.864444
-1.62444 -0.851667
-1.54333 -0.821667
-1.53667 -0.818889
-1.59444 -0.840556
-1.59556 -0.841667
-1.56667 -0.806667
-1.55778 -0.817778
-1.60222 -0.836111
-1.63667 -0.831111
-1.55 -0.793333
-1.50667 -0.755
-1.53222 -0.800556
-1.52 -0.787778
-1.52667 -0.799444
-1.57444 -0.818333
-1.5 -0.732778
-1.53333 -0.713889
-1.50889 -0.748333
-1.62 -0.801111
-1.57 -0.759444
-1.47444 -0.718333
-1.52222 -0.745
-1.55889 -0.751667
-1.59111 -0.767222
-1.49333 -0.767778
-1.53333 -0.763333
-1.54222 -0.751111
-1.55111 -0.772222
-1.60111 -0.837222
-1.63111 -0.856667
-1.59778 -0.838333
-1.59889 -0.823333
-1.63222 -0.835556
-1.55444 -0.783889
-1.53778 -0.73
-1.5 -0.724444
-1.59333 -0.758889
-1.48889 -0.72
-1.53667 -0.751111
-1.52222 -0.723889
-1.50556 -0.72
-1.56444 -0.679444
-1.43333 -0.673889
-1.47333 -0.675
-1.45889 -0.648889
-1.48667 -0.655
-1.5 -0.666667
-1.54 -0.74
-1.56778 -0.767222
-1.52111 -0.769444
-1.50333 -0.759444
-1.48778 -0.742778
-1.50778 -0.748889
-1.54222 -0.752778
-1.45889 -0.734444
-1.59 -0.771111
-1.51778 -0.748333
-1.54222 -0.771111
-1.50778 -0.792222
-1.56222 -0.794444
-1.58333 -0.828889
-1.55778 -0.823333
-1.65556 -0.876111
-1.53667 -0.815
-1.52889 -0.792778
-1.58556 -0.815556
-1.56556 -0.786667
-1.51222 -0.776111
-1.56889 -0.793333
-1.50222 -0.751667
-1.58444 -0.836111
-1.57222 -0.836667
-1.56222 -0.816667
-1.51556 -0.781667
-1.49778 -0.773889
-1.53444 -0.793333
-1.51 -0.778889
-1.53889 -0.771111
-1.49778 -0.791667
-1.56 -0.817222
-1.61333 -0.833333
-1.58778 -0.837778
-1.55667 -0.797778
-1.51667 -0.790556
-1.53778 -0.760556
-1.50111 -0.705556
-1.49222 -0.715556
-1.48444 -0.712222
-1.52333 -0.752222
-1.54333 -0.780556
-1.54889 -0.788889
-1.53333 -0.772778
-1.58222 -0.809444
-1.61333 -0.837778
-1.59556 -0.822778
-1.52444 -0.777222
-1.47667 -0.708889
-1.48889 -0.723889
-1.48667 -0.725556
-1.49 -0.701111
-1.50222 -0.723889
-1.50889 -0.733889
-1.49778 -0.746667
-1.48222 -0.72
-1.47333 -0.658889
-1.54556 -0.669444
-1.48778 -0.682778
-1.45889 -0.658889
-1.48556 -0.637222
-1.45444 -0.658333
-1.48222 -0.702778
-1.46333 -0.686667
-1.46778 -0.676111
-1.46222 -0.669444
-1.42556 -0.64
-1.45222 -0.660556
-1.43444 -0.646111
-1.45778 -0.700556
-1.53889 -0.711111
-1.50444 -0.692778
-1.44111 -0.658333
-1.46778 -0.615556
-1.47333 -0.645
-1.44556 -0.62
-1.45111 -0.638333
-1.53778 -0.716111
-1.52111 -0.725
-1.58111 -0.748333
-1.54667 -0.717778
-1.52444 -0.69
-1.55556 -0.718333
-1.51667 -0.717222
-1.48444 -0.695556
-1.48889 -0.701667
-1.50667 -0.730556
-1.50222 -0.732222
-1.48 -0.71
-1.53222 -0.71
-1.47222 -0.686111
-1.60444 -0.776667
-1.53556 -0.755556
-1.57222 -0.782778
-1.60444 -0.818333
-1.51444 -0.759444
-1.53 -0.758333
-1.51667 -0.747778
-1.50444 -0.774444
-1.44222 -0.748889
-1.51778 -0.780556
-1.54778 -0.791667
-1.52111 -0.771667
-1.54222 -0.812222
-1.61889 -0.846111
-1.64778 -0.868333
-1.57444 -0.829444
-1.50667 -0.778889
-1.56333 -0.806667
-1.45111 -0.727222
-1.54222 -0.775
-1.56111 -0.802778
-1.56667 -0.811667
-1.52556 -0.816667
-1.55333 -0.826111
-1.50111 -0.800556
-1.52111 -0.813333
-1.56111 -0.824444
-1.48 -0.752778
-1.57222 -0.775556
-1.50444 -0.797222
-1.64222 -0.860556
-1.59889 -0.829444
-1.57333 -0.786667
-1.49 -0.736111
-1.53111 -0.788333
-1.61444 -0.817778
-1.55556 -0.797222
-1.53 -0.778889
-1.57111 -0.811111
-1.57222 -0.796111
-1.59333 -0.826111
-1.54333 -0.8
-1.49556 -0.787778
-1.45889 -0.748889
-1.49444 -0.782222
-1.52889 -0.793333
-1.54778 -0.778333
-1.57556 -0.807222
-1.53667 -0.805
-1.58111 -0.806667
-1.56333 -0.800556
-1.50556 -0.792222
-1.57111 -0.815556
-1.55111 -0.777778
-1.56889 -0.795
-1.51667 -0.781667
-1.50556 -0.771667
-1.52333 -0.761111
-1.62111 -0.831667
-1.52889 -0.783333
-1.53778 -0.775
-1.57556 -0.787778
-1.56222 -0.795556
-1.57444 -0.817778
-1.55111 -0.795
-1.57889 -0.814444
-1.50111 -0.79
-1.51111 -0.778889
-1.61333 -0.848889
-1.62778 -0.852778
-1.58 -0.841667
-1.53111 -0.807778
-1.48667 -0.781667
-1.59222 -0.853333
-1.58333 -0.846667
-1.58444 -0.833889
-1.52556 -0.795
-1.51667 -0.797778
-1.59333 -0.841111
-1.59667 -0.844444
-1.55778 -0.813333
-1.51778 -0.78
-1.56889 -0.803889
-1.59889 -0.840556
-1.65778 -0.850556
-1.59222 -0.811667
-1.53889 -0.793333
